Approved symbol	Approved name	Synonyms
DNAJC14	DnaJ heat shock protein family (Hsp40) member C14	DNAJ, DRIP78, HDJ3, LIP6, FLJ32792
DNAJC15	DnaJ heat shock protein family (Hsp40) member C15	MCJ
DNAJC16	DnaJ heat shock protein family (Hsp40) member C16	KIAA0962
DNAJC17	DnaJ heat shock protein family (Hsp40) member C17	FLJ10634
DNAJC18	DnaJ heat shock protein family (Hsp40) member C18	MGC29463
DNAJC19	DnaJ heat shock protein family (Hsp40) member C19	TIMM14, Tim14, Pam18
DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	GS3, DNAJA5, JJJ1
DNAJC22	DnaJ heat shock protein family (Hsp40) member C22	wus, FLJ13236
DNAJC24	DnaJ heat shock protein family (Hsp40) member C24	JJJ3
DNAJC25	DnaJ heat shock protein family (Hsp40) member C25	bA16L21.2.1
DNAJC27	DnaJ heat shock protein family (Hsp40) member C27	RabJS
DNAJC28	DnaJ heat shock protein family (Hsp40) member C28	C21orf78
DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	
DNAL1	dynein axonemal light chain 1	MGC12435, 1700010H15RiK, CILD16
DNAL4	dynein axonemal light chain 4	dJ327J16, PIG27
DNALI1	dynein axonemal light intermediate chain 1	P28, hp28, dJ423B22.5
DNASE1	deoxyribonuclease 1	
DNASE1L1	deoxyribonuclease 1 like 1	DNAS1L1, XIB, DNASEX
DNASE1L2	deoxyribonuclease 1 like 2	DNAS1L2
DNASE1L3	deoxyribonuclease 1 like 3	DNAS1L3, LSD
DNASE2	deoxyribonuclease 2, lysosomal	
DNASE2B	deoxyribonuclease 2 beta	DLAD
DND1	DND microRNA-mediated repression inhibitor 1	MGC34750, RBMS4
DNER	delta/notch like EGF repeat containing	UNQ26, bet
DNHD1	dynein heavy chain domain 1	FLJ32752, FLJ46184, FLJ35709, DKFZp686J0796
DNLZ	DNL-type zinc finger	RP11-413M3.2, ZIM17, bA413M3.2, TIMM15, HEP
DNM1	dynamin 1	
DNM1L	dynamin 1 like	DRP1, DVLP, HDYNIV, DYMPLE, VPS1
DNM2	dynamin 2	DYNII, DYN2, CMTDIB, CMTDI1, DI-CMTB, CMT2M
DNM3	dynamin 3	KIAA0820
DNMBP	dynamin binding protein	KIAA1010, Tuba, ARHGEF36
DNMT1	DNA methyltransferase 1	MCMT, CXXC9
DNMT3A	DNA methyltransferase 3 alpha	
DNMT3B	DNA methyltransferase 3 beta	
DNMT3L	DNA methyltransferase 3 like	MGC1090
DNPEP	aspartyl aminopeptidase	DAP, ASPEP
DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	rcl, dJ330M21.3
DNTT	DNA nucleotidylexotransferase	TDT
DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1	dJ447F3.4, Tdif1
DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2	HSU15552, ERBP, TdIF2
DOC2A	double C2 domain alpha	
DOC2B	double C2 domain beta	
DOCK1	dedicator of cytokinesis 1	DOCK180, ced5
DOCK2	dedicator of cytokinesis 2	KIAA0209
DOCK3	dedicator of cytokinesis 3	KIAA0299, MOCA, PBP
DOCK4	dedicator of cytokinesis 4	FLJ34238, KIAA0716
DOCK5	dedicator of cytokinesis 5	FLJ21034
DOCK6	dedicator of cytokinesis 6	KIAA1395, ZIR1
DOCK7	dedicator of cytokinesis 7	KIAA1771, ZIR2
DOCK8	dedicator of cytokinesis 8	FLJ00026, FLJ00152, ZIR8, FLJ00346
DOCK9	dedicator of cytokinesis 9	KIAA1058, ZIZ1
DOCK10	dedicator of cytokinesis 10	ZIZ3, KIAA0694
DOCK11	dedicator of cytokinesis 11	FLJ32122, FLJ43653, ZIZ2, ACG
DOHH	deoxyhypusine hydroxylase	MGC4293
DOK1	docking protein 1	p62dok
DOK2	docking protein 2	p56dok-2, Dok-2
DOK3	docking protein 3	FLJ22570
DOK4	docking protein 4	FLJ10488
DOK5	docking protein 5	dJ805C22.1
DOK6	docking protein 6	MGC20785, HsT3226
DOK7	docking protein 7	FLJ33718, FLJ39137, Dok-7
DOLK	dolichol kinase	KIAA1094, DK1
DOLPP1	dolichyldiphosphatase 1	LSFR2
DONSON	downstream neighbor of SON	B17, C2TA, DKFZP434M035
DOP1A	DOP1 leucine zipper like protein A	dJ202D23.2
DOP1B	DOP1 leucine zipper like protein B	KIAA0933
DOT1L	DOT1 like histone lysine methyltransferase	KIAA1814, DOT1, KMT4
DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	GPT, D11S366, DGPT, ALG7, CDG-Ij
DPCD	deleted in primary ciliary dyskinesia homolog (mouse)	DKFZP566F084, RP11-529I10.4
DPEP1	dipeptidase 1	
DPEP2	dipeptidase 2	
DPEP2NB	DPEP2 neighbor	
DPEP3	dipeptidase 3	
DPF1	double PHD fingers 1	neuro-d4, NEUD4, BAF45b
DPF2	double PHD fingers 2	ubi-d4, BAF45d
DPF3	double PHD fingers 3	cer-d4, Cerd4, FLJ14079, BAF45c
DPH1	diphthamide biosynthesis 1	OVCA1
DPH2	diphthamide biosynthesis 2	
DPH3	diphthamide biosynthesis 3	DESR1, DELGIP1, MGC20197, KTI11, DELGIP, DPH3A
DPH5	diphthamide biosynthesis 5	CGI-30
DPH6	diphthamine biosynthesis 6	MGC14798
DPH7	diphthamide biosynthesis 7	FLJ90634, RRT2
DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	MPDS, CDGIE
DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	MGC21559, MGC111193
DPM3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory	MGC34275, MGC125904, MGC125905
DPP3	dipeptidyl peptidase 3	
DPP4	dipeptidyl peptidase 4	DPPIV
DPP6	dipeptidyl peptidase like 6	DPPX, DPL1
DPP7	dipeptidyl peptidase 7	DPPII, DPP2
DPP8	dipeptidyl peptidase 8	DP8, DPRP1, MSTP141, FLJ14920, FLJ20283, MGC26191
DPP9	dipeptidyl peptidase 9	
DPP10	dipeptidyl peptidase like 10	DPRP3, DPL2, DPPY
DPPA2	developmental pluripotency associated 2	PESCRG1, CT100
DPPA3	developmental pluripotency associated 3	Stella, Pgc7
DPPA4	developmental pluripotency associated 4	FLJ10713
DPPA5	developmental pluripotency associated 5	Esg1
DPRX	divergent-paired related homeobox	
DPT	dermatopontin	
DPY19L1	dpy-19 like C-mannosyltransferase 1	KIAA0877
DPY19L2	dpy-19 like 2	FLJ32949, SPATA34
DPY19L3	dpy-19 like C-mannosyltransferase 3	
DPY19L4	dpy-19 like 4	
DPY30	dpy-30 histone methyltransferase complex regulatory subunit	Saf19, HDPY-30, Cps25
DPYD	dihydropyrimidine dehydrogenase	DPD
DPYS	dihydropyrimidinase	DHPase
DPYSL2	dihydropyrimidinase like 2	DRP-2, DHPRP2, CRMP2, DRP2
DPYSL3	dihydropyrimidinase like 3	DRP-3, ULIP, CRMP4
DPYSL4	dihydropyrimidinase like 4	ULIP4, DRP-4, CRMP3
DPYSL5	dihydropyrimidinase like 5	CRMP5, Ulip6, CRMP-5, CRAM, CV2
DQX1	DEAQ-box RNA dependent ATPase 1	FLJ23757
DR1	down-regulator of transcription 1	NC2-BETA, NC2B, NCB2
DRAM1	DNA damage regulated autophagy modulator 1	FLJ11259, DRAM
DRAM2	DNA damage regulated autophagy modulator 2	MGC54289, PRO180, WWFQ154, RP5-1180E21.1
DRAP1	DR1 associated protein 1	NC2-alpha
DRAXIN	dorsal inhibitory axon guidance protein	FLJ34999, Draxin, Neucrin
DRC1	dynein regulatory complex subunit 1	MGC16372, FLJ32660, CILD21
DRC3	dynein regulatory complex subunit 3	DKFZP586M1120, CFAP134
DRC7	dynein regulatory complex subunit 7	DKFZp434I099, FAP50, CFAP50
DRD1	dopamine receptor D1	
DRD2	dopamine receptor D2	
DRD3	dopamine receptor D3	
DRD4	dopamine receptor D4	
DRD5	dopamine receptor D5	DRD1B
DRG1	developmentally regulated GTP binding protein 1	
DRG2	developmentally regulated GTP binding protein 2	
DRGX	dorsal root ganglia homeobox	DRG11
DRICH1	aspartate rich 1	
DROSHA	drosha ribonuclease III	RNASE3L, Etohi2, HSA242976, RN3
DRP2	dystrophin related protein 2	
DSC1	desmocollin 1	CDHF1
DSC2	desmocollin 2	CDHF2
DSC3	desmocollin 3	CDHF3, DSC, DSC1, DSC2
DSCAM	DS cell adhesion molecule	CHD2-42, CHD2-52
DSCAML1	DS cell adhesion molecule like 1	KIAA1132
DSCC1	DNA replication and sister chromatid cohesion 1	DCC1, hDCC1, MGC5528
DSE	dermatan sulfate epimerase	DSEPI, DS-Epi1
DSEL	dermatan sulfate epimerase like	NCAG1, FLJ11477, DE-epi2
DSG1	desmoglein 1	CDHF4
DSG2	desmoglein 2	CDHF5
DSG3	desmoglein 3	CDHF6
DSG4	desmoglein 4	CDHF13, LAH
DSN1	DSN1 component of MIS12 kinetochore complex	dJ469A13.2, MIS13, KNL3, hKNL-3
DSP	desmoplakin	KPPS2, PPKS2, DPI, DPII
DSPP	dentin sialophosphoprotein	DMP3
DST	dystonin	BP240, KIAA0728, FLJ21489, FLJ13425, FLJ32235, FLJ30627, CATX-15, BPA, MACF2
DSTN	destrin, actin depolymerizing factor	ADF, ACTDP
DSTYK	dual serine/threonine and tyrosine protein kinase	KIAA0472, DustyPK, RIP5
DTD1	D-aminoacyl-tRNA deacylase 1	DUEB, MGC119131, MGC41905, bA379J5.3, bA555E18.1, pqn-68
DTD2	D-aminoacyl-tRNA deacylase 2	MGC9912
DTHD1	death domain containing 1	FLJ16686
DTL	denticleless E3 ubiquitin protein ligase homolog	RAMP, L2DTL, DCAF2, CDT2
DTNA	dystrobrevin alpha	D18S892E, DTN, DTN-1, DTN-2, DTN-3, DRP3
DTNB	dystrobrevin beta	
DTNBP1	dystrobrevin binding protein 1	Dysbindin, My031, HPS7, DBND, BLOC1S8
DTWD1	DTW domain containing 1	MDS009, MGC111207
DTWD2	DTW domain containing 2	FLJ33977
DTX1	deltex E3 ubiquitin ligase 1	hDx-1, RNF140
DTX2	deltex E3 ubiquitin ligase 2	RNF58, KIAA1528
DTX3	deltex E3 ubiquitin ligase 3	FLJ34766, RNF154
DTX3L	deltex E3 ubiquitin ligase 3L	BBAP, RNF143
DTX4	deltex E3 ubiquitin ligase 4	KIAA0937, RNF155
DTYMK	deoxythymidylate kinase	CDC8, TYMK, TMPK
DUOX1	dual oxidase 1	NOXEF1, THOX1, LNOX1
DUOX2	dual oxidase 2	P138-TOX, P138(TOX), THOX2, LNOX2
DUOXA1	dual oxidase maturation factor 1	FLJ32334, NUMBIP, NIP, mol
DUOXA2	dual oxidase maturation factor 2	
DUPD1	dual specificity phosphatase and pro isomerase domain containing 1	DUSP27
DUS1L	dihydrouridine synthase 1 like	PP3111, DUS1
DUS2	dihydrouridine synthase 2	FLJ20399, SMM1
DUS3L	dihydrouridine synthase 3 like	DUS3, FLJ13896
DUS4L	dihydrouridine synthase 4 like	PP35, DUS4
DUSP1	dual specificity phosphatase 1	HVH1, CL100, MKP-1
DUSP2	dual specificity phosphatase 2	PAC-1
DUSP3	dual specificity phosphatase 3	
DUSP4	dual specificity phosphatase 4	HVH2, MKP-2, TYP
DUSP5	dual specificity phosphatase 5	HVH3
DUSP6	dual specificity phosphatase 6	MKP-3, PYST1
DUSP7	dual specificity phosphatase 7	MKP-X, PYST2
DUSP8	dual specificity phosphatase 8	HVH-5, HB5, FLJ42958
DUSP9	dual specificity phosphatase 9	MKP-4, MKP4
DUSP10	dual specificity phosphatase 10	MKP-5, MKP5
DUSP11	dual specificity phosphatase 11	PIR1
DUSP12	dual specificity phosphatase 12	YVH1, DUSP1
DUSP13	dual specificity phosphatase 13	BEDP, TMDP, FLJ32450, DUSP13A, DUSP13B
DUSP14	dual specificity phosphatase 14	MKP-L, MKP6
DUSP15	dual specificity phosphatase 15	bA243J16.6, VHY, FLJ20645, bA243J16.5
DUSP16	dual specificity phosphatase 16	MKP-7, KIAA1700, MKP7
DUSP18	dual specificity phosphatase 18	DUSP20
DUSP19	dual specificity phosphatase 19	SKRP1, DUSP17
DUSP21	dual specificity phosphatase 21	
DUSP22	dual specificity phosphatase 22	MKPX, JSP1, JKAP, VHX
DUSP23	dual specificity phosphatase 23	FLJ20442, DUSP25
DUSP26	dual specificity phosphatase 26	MGC1136, DUSP24
DUSP27	dual specificity phosphatase 27, atypical	
DUSP28	dual specificity phosphatase 28	VHP, DUSP26
DUT	deoxyuridine triphosphatase	dUTPase
DUX1	double homeobox 1	
DUX3	double homeobox 3	
DUX4	double homeobox 4	
DUX5	double homeobox 5	
DUXA	double homeobox A	
DUXB	double homeobox B	
DVL1	dishevelled segment polarity protein 1	
DVL2	dishevelled segment polarity protein 2	
DVL3	dishevelled segment polarity protein 3	KIAA0208
DXO	decapping exoribonuclease	
DYDC1	DPY30 domain containing 1	bA36D19.5, DPY30D1
DYDC2	DPY30 domain containing 2	bA36D19.6, MGC16186
DYM	dymeclin	FLJ20071, DMC, SMC
DYNAP	dynactin associated protein	FLJ39106
DYNC1H1	dynein cytoplasmic 1 heavy chain 1	Dnchc1, HL-3, p22, DHC1, CMT2O
DYNC1I1	dynein cytoplasmic 1 intermediate chain 1	DNCIC1
DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	DIC74
DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1	
DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2	
DYNC2H1	dynein cytoplasmic 2 heavy chain 1	hdhc11, DHC2, DHC1b, DYH1B
DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1	D2LIC, LIC3, CGI-60, DKFZP564A033
DYNLL1	dynein light chain LC8-type 1	hdlc1, DLC1, PIN, LC8, DLC8
DYNLL2	dynein light chain LC8-type 2	MGC17810, Dlc2, DNCL1B, RSPH22
DYNLRB1	dynein light chain roadblock-type 1	DNLC2A, ROBLD1
DYNLRB2	dynein light chain roadblock-type 2	DNLC2B, ROBLD2
DYNLT1	dynein light chain Tctex-type 1	
DYNLT3	dynein light chain Tctex-type 3	TCTEX1L
DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	
DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	MIRK
DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	
DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3	RED, REDK, hYAK3-2
DYRK4	dual specificity tyrosine phosphorylation regulated kinase 4	
DYSF	dysferlin	FER1L1
DYTN	dystrotelin	
DZANK1	double zinc ribbon and ankyrin repeat domains 1	FLJ10600, dJ568F9.2, FLJ30892, bA189K21.8, ANKRD64
DZIP1	DAZ interacting zinc finger protein 1	KIAA0996, DZIP
DZIP1L	DAZ interacting zinc finger protein 1 like	FLJ32844, DZIP2
DZIP3	DAZ interacting zinc finger protein 3	hRUL138, PPP1R66
E2F1	E2F transcription factor 1	RBP3
E2F2	E2F transcription factor 2	E2F-2
E2F3	E2F transcription factor 3	
E2F4	E2F transcription factor 4	E2F-4
E2F5	E2F transcription factor 5	
E2F6	E2F transcription factor 6	E2F-6
E2F7	E2F transcription factor 7	
E2F8	E2F transcription factor 8	FLJ23311
E4F1	E4F transcription factor 1	E4F
EAF1	ELL associated factor 1	
EAF2	ELL associated factor 2	BM040, TRAITS, U19
EAPP	E2F associated phosphoprotein	BM036, FLJ20578
EARS2	glutamyl-tRNA synthetase 2, mitochondrial	KIAA1970, MSE1, mtGlnRS
EBAG9	estrogen receptor binding site associated antigen 9	EB9, RCAS1
EBF1	EBF transcription factor 1	OLF1, COE1
EBF2	EBF transcription factor 2	FLJ11500, COE2
EBF3	EBF transcription factor 3	COE3, DKFZp667B0210
EBF4	EBF family member 4	KIAA1442, COE4, RP5-860F19.3, O/E-4
EBI3	Epstein-Barr virus induced 3	IL27B, IL35B
EBLN1	endogenous Bornavirus like nucleoprotein 1	
EBLN2	endogenous Bornavirus like nucleoprotein 2	
EBNA1BP2	EBNA1 binding protein 2	NOBP, EBP2, P40
EBP	EBP cholestenol delta-isomerase	CPX, CPXD, CHO2
EBPL	EBP like	EBRP
ECD	ecdysoneless cell cycle regulator	hSGT1, GCR2
ECE1	endothelin converting enzyme 1	
ECE2	endothelin converting enzyme 2	KIAA0604, MGC2408
ECEL1	endothelin converting enzyme like 1	XCE, DINE
ECH1	enoyl-CoA hydratase 1	HPXEL
ECHDC1	ethylmalonyl-CoA decarboxylase 1	dJ351K20.2
ECHDC2	enoyl-CoA hydratase domain containing 2	FLJ10948
ECHDC3	enoyl-CoA hydratase domain containing 3	FLJ20909
ECHS1	enoyl-CoA hydratase, short chain 1	SCEH
ECI1	enoyl-CoA delta isomerase 1	
ECI2	enoyl-CoA delta isomerase 2	ACBD2, DRS1, HCA88
ECM1	extracellular matrix protein 1	
ECM2	extracellular matrix protein 2	
ECPAS	Ecm29 proteasome adaptor and scaffold	FLJ22036, ECM29
ECRG4	ECRG4 augurin precursor	augurin
ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator	ECSM2, ARIA
ECSIT	ECSIT signaling integrator	SITPEC
ECT2	epithelial cell transforming 2	ARHGEF31
ECT2L	epithelial cell transforming 2 like	ARHGEF32, FBXO49, LFDH
EDA	ectodysplasin A	EDA1, XLHED, HED, XHED, ED1-A1, ED1-A2, EDA-A1, EDA-A2
EDA2R	ectodysplasin A2 receptor	XEDAR, EDA-A2R, EDAA2R, TNFRSF27
EDAR	ectodysplasin A receptor	ED5, EDA3, Edar, ED1R, EDA1R
EDARADD	EDAR associated death domain	
EDC3	enhancer of mRNA decapping 3	FLJ21128, hYjeF_N2-15q23, YJEFN2, LSM16
EDC4	enhancer of mRNA decapping 4	RCD-8, Ge-1, HEDLS
EDDM3A	epididymal protein 3A	HE3-ALPHA
EDDM3B	epididymal protein 3B	HE3-BETA
EDDM13	epididymal protein 13	
EDEM1	ER degradation enhancing alpha-mannosidase like protein 1	KIAA0212, EDEM
EDEM2	ER degradation enhancing alpha-mannosidase like protein 2	FLJ10783, bA4204.1
EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	
EDF1	endothelial differentiation related factor 1	EDF-1, CFAP280
EDIL3	EGF like repeats and discoidin domains 3	DEL1
EDN1	endothelin 1	ET1
EDN2	endothelin 2	ET2
EDN3	endothelin 3	ET3
EDNRA	endothelin receptor type A	ET-A, ETA-R, hET-AR
EDNRB	endothelin receptor type B	ETB
EDRF1	erythroid differentiation regulatory factor 1	DKFZp586F1019, FLJ21617
EEA1	early endosome antigen 1	ZFYVE2
EED	embryonic ectoderm development	WAIT-1, HEED
EEF1A1	eukaryotic translation elongation factor 1 alpha 1	EE1A1
EEF1A2	eukaryotic translation elongation factor 1 alpha 2	EEF1AL, HS1
EEF1AKMT1	EEF1A lysine methyltransferase 1	
EEF1AKMT2	EEF1A lysine methyltransferase 2	Efm4
EEF1AKMT3	EEF1A lysine methyltransferase 3	DKFZP586D0919
EEF1AKMT4	EEF1A lysine methyltransferase 4	
EEF1AKNMT	eEF1A lysine and N-terminal methyltransferase	CGI-01
EEF1B2	eukaryotic translation elongation factor 1 beta 2	
EEF1D	eukaryotic translation elongation factor 1 delta	EF-1D, FLJ20897
EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	AIMP3
EEF1G	eukaryotic translation elongation factor 1 gamma	EF1G
EEF2	eukaryotic translation elongation factor 2	EEF-2
EEF2K	eukaryotic elongation factor 2 kinase	eEF-2K, CaMKIII
EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase	SB153, MGC19636, EFM3
EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific	SELB, EFSEC, eEFSec
EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	KIAA1706
EFCAB1	EF-hand calcium binding domain 1	FLJ11767
EFCAB2	EF-hand calcium binding domain 2	MGC12458, DRC8, CFAP200
EFCAB3	EF-hand calcium binding domain 3	FLJ25818
EFCAB5	EF-hand calcium binding domain 5	FLJ46247
EFCAB6	EF-hand calcium binding domain 6	FLJ23588, DJBP, HSCBCIP1, KIAA1672, dJ185D5.1
EFCAB7	EF-hand calcium binding domain 7	KIAA1799, RP4-534K7.1
EFCAB8	EF-hand calcium binding domain 8	
EFCAB9	EF-hand calcium binding domain 9	
EFCAB10	EF-hand calcium binding domain 10	
EFCAB11	EF-hand calcium binding domain 11	
EFCAB12	EF-hand calcium binding domain 12	
EFCAB13	EF-hand calcium binding domain 13	FLJ40342
EFCAB14	EF-hand calcium binding domain 14	
EFCC1	EF-hand and coiled-coil domain containing 1	FLJ12057
EFEMP1	EGF containing fibulin extracellular matrix protein 1	S1-5, FBLN3, MTLV
EFEMP2	EGF containing fibulin extracellular matrix protein 2	FBLN4, UPH1
EFHB	EF-hand domain family member B	FLJ25200, CFAP21
EFHC1	EF-hand domain containing 1	FLJ10466
EFHC2	EF-hand domain containing 2	FLJ22843
EFHD1	EF-hand domain family member D1	FLJ13612
EFHD2	EF-hand domain family member D2	MGC4342
EFL1	elongation factor like GTPase 1	FLJ13119, FAM42A, HsT19294, RIA1
EFNA1	ephrin A1	LERK1, ECKLG
EFNA2	ephrin A2	ELF-1, LERK6
EFNA3	ephrin A3	LERK3, Ehk1-L
EFNA4	ephrin A4	LERK4
EFNA5	ephrin A5	AF1, LERK7
EFNB1	ephrin B1	LERK2, Elk-L
EFNB2	ephrin B2	LERK5, Htk-L, HTKL, MGC126226, MGC126227, MGC126228
EFNB3	ephrin B3	LERK-8
EFR3A	EFR3 homolog A	KIAA0143
EFR3B	EFR3 homolog B	FLJ37871
EFS	embryonal Fyn-associated substrate	EFS2, EFS1, HEFS, SIN, CASS3
EFTUD2	elongation factor Tu GTP binding domain containing 2	U5-116KD, Snrp116, Snu114, SNRNP116
EGF	epidermal growth factor	
EGFL6	EGF like domain multiple 6	
EGFL7	EGF like domain multiple 7	ZNEU1
EGFL8	EGF like domain multiple 8	NG3
EGFLAM	EGF like, fibronectin type III and laminin G domains	FLJ39155, AGRINL, AGRNL, PIKA
EGFR	epidermal growth factor receptor	ERBB1
EGLN1	egl-9 family hypoxia inducible factor 1	SM-20, PHD2, ZMYND6, HIFPH2
EGLN2	egl-9 family hypoxia inducible factor 2	PHD1, HIFPH1
EGLN3	egl-9 family hypoxia inducible factor 3	PHD3, HIFPH3
EGR1	early growth response 1	TIS8, G0S30, NGFI-A, KROX-24, ZIF-268, AT225, ZNF225
EGR2	early growth response 2	
EGR3	early growth response 3	PILOT
EGR4	early growth response 4	NGFI-C, PAT133
EHBP1	EH domain binding protein 1	KIAA0903, NACSIN
EHBP1L1	EH domain binding protein 1 like 1	DKFZp762C186, TANGERIN
EHD1	EH domain containing 1	H-PAST, HPAST1, FLJ42622, FLJ44618
EHD2	EH domain containing 2	
EHD3	EH domain containing 3	
EHD4	EH domain containing 4	
EHF	ETS homologous factor	ESE3, ESEJ
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	
EHMT1	euchromatic histone lysine methyltransferase 1	Eu-HMTase1, FLJ12879, KIAA1876, bA188C12.1, KMT1D, FLJ40292
EHMT2	euchromatic histone lysine methyltransferase 2	G9A, Em:AF134726.3, NG36/G9a, KMT1C
EI24	EI24 autophagy associated transmembrane protein	PIG8, TP53I8, EPG4
EID1	EP300 interacting inhibitor of differentiation 1	EID-1
EID2	EP300 interacting inhibitor of differentiation 2	EID-2, MGC20452
EID2B	EP300 interacting inhibitor of differentiation 2B	EID-3, FLJ38944
EID3	EP300 interacting inhibitor of differentiation 3	FLJ25832, NSMCE4B, NSE4B
EIF1	eukaryotic translation initiation factor 1	EIF-1, ISO1, A121, SUI1, EIF1A
EIF1AD	eukaryotic translation initiation factor 1A domain containing	MGC11102, haponin
EIF1AX	eukaryotic translation initiation factor 1A X-linked	eIF-1A, eIF-4C
EIF1AY	eukaryotic translation initiation factor 1A Y-linked	
EIF1B	eukaryotic translation initiation factor 1B	GC20
EIF2A	eukaryotic translation initiation factor 2A	EIF-2A
EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1	HRI, KIAA1369
EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	PKR, EIF2AK1, PPP1R83
EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	PEK, PERK
EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	GCN2, KIAA1338
EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	EIF-2Balpha, EIF-2B, EIF2BA
EIF2B2	eukaryotic translation initiation factor 2B subunit beta	EIF2B, EIF-2Bbeta
EIF2B3	eukaryotic translation initiation factor 2B subunit gamma	EIF2Bgamma, EIF-2B
EIF2B4	eukaryotic translation initiation factor 2B subunit delta	EIF2Bdelta, EIF-2B, DKFZP586J0119, EIF2B
EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon	EIF2Bepsilon, EIF-2B
EIF2D	eukaryotic translation initiation factor 2D	LGTN
EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	EIF-2alpha, EIF2A
EIF2S2	eukaryotic translation initiation factor 2 subunit beta	EIF2beta, PPP1R67
EIF2S3	eukaryotic translation initiation factor 2 subunit gamma	EIF2gamma, EIF2
EIF2S3B	eukaryotic translation initiation factor 2 subunit gamma B	eIF2gA, eIF-2-gamma2
EIF3A	eukaryotic translation initiation factor 3 subunit A	eIF3-theta, eIF3-p170, KIAA0139, eIF3a, TIF32
EIF3B	eukaryotic translation initiation factor 3 subunit B	PRT1, eIF3b
EIF3C	eukaryotic translation initiation factor 3 subunit C	eIF3-p110, eIF3c
EIF3CL	eukaryotic translation initiation factor 3 subunit C like	
EIF3D	eukaryotic translation initiation factor 3 subunit D	eIF3-p66, eIF3-zeta, eIF3d
EIF3E	eukaryotic translation initiation factor 3 subunit E	eIF3-p48, eIF3e
EIF3F	eukaryotic translation initiation factor 3 subunit F	eIF3-epsilon, eIF3-p47, eIF3f
EIF3G	eukaryotic translation initiation factor 3 subunit G	eIF3-delta, eIF3-p44, eIF3g
EIF3H	eukaryotic translation initiation factor 3 subunit H	eIF3-gamma, eIF3-p40, eIF3h
EIF3I	eukaryotic translation initiation factor 3 subunit I	TRIP-1, eIF3-beta, eIF3-p36, eIF3i
EIF3J	eukaryotic translation initiation factor 3 subunit J	eIF3-p35, eIF3-alpha, eIF3j
EIF3K	eukaryotic translation initiation factor 3 subunit K	eIF3k, PRO1474, HSPC029, PTD001, PLAC-24, M9, ARG134
EIF3L	eukaryotic translation initiation factor 3 subunit L	HSPC021, HSPC025, EIF3S11
EIF3M	eukaryotic translation initiation factor 3 subunit M	hfl-B5, FLJ29030, GA17, eIF3m, TANGO7
EIF4A1	eukaryotic translation initiation factor 4A1	DDX2A, EIF-4A
EIF4A2	eukaryotic translation initiation factor 4A2	DDX2B, EIF4A, BM-010
EIF4A3	eukaryotic translation initiation factor 4A3	KIAA0111, EIF4AIII, Fal1
EIF4B	eukaryotic translation initiation factor 4B	
EIF4E	eukaryotic translation initiation factor 4E	EIF4E1
EIF4E1B	eukaryotic translation initiation factor 4E family member 1B	FLJ36951
EIF4E2	eukaryotic translation initiation factor 4E family member 2	IF4e, 4EHP
